YearStart,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValue
2014,NC,North Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,145
2013,FL,Florida,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,166
2011,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4130
2014,NY,New York,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11314
2010,WV,West Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2574
2016,OH,Ohio,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11754
2018,TN,Tennessee,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,174
2018,NC,North Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,186
2016,NC,North Carolina,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8458
2017,RI,Rhode Island,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1028
2012,NC,North Carolina,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8812
2018,WY,Wyoming,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,559
2015,MD,Maryland,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,80
2015,VT,Vermont,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,771
2014,TX,Texas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,14325
2015,MO,Missouri,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,75
2013,AZ,Arizona,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,78
2016,MS,Mississippi,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,43
2016,MN,Minnesota,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,94
2016,KS,Kansas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,51
2016,IL,Illinois,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,148
2011,NC,North Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,112
2016,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,127
2011,VT,Vermont,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,724
2012,TN,Tennessee,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,111
2018,NY,New York,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,14361
2018,CT,Connecticut,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,47
2010,US,United States,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,213465
2011,WY,Wyoming,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,347
2016,NJ,New Jersey,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,93
2018,AR,Arkansas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,64
2015,US,United States,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,252806
2013,PA,Pennsylvania,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,125
2015,NC,North Carolina,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8396
2010,TX,Texas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,12883
2011,MO,Missouri,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,57
2010,NY,New York,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11572
2017,OH,Ohio,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,12334
2015,WA,Washington,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5702
2017,WV,West Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2463
2010,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,171
2015,IN,Indiana,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,99
2013,KY,Kentucky,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,56
2011,CO,Colorado,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,39
2013,VA,Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4710
2013,NY,New York,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11890
2015,TX,Texas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,402
2012,PA,Pennsylvania,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,10810
2014,VT,Vermont,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,745
2017,SD,South Dakota,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,20
2012,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,92
2018,IN,Indiana,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,149
2018,NE,Nebraska,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,27
2014,MS,Mississippi,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,44
2016,VA,Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5340
2011,AL,Alabama,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,57
2010,WA,Washington,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4999
2016,TN,Tennessee,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,123
2012,AR,Arkansas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,47
2017,ND,North Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,629
2018,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,135
2010,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3921
2011,NY,New York,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11947
2016,NM,New Mexico,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,38
2016,CO,Colorado,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,68
2015,AL,Alabama,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,82
2014,MO,Missouri,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,57
2015,UT,Utah,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1510
2012,OR,Oregon,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,40
2017,VT,Vermont,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,747
2017,MS,Mississippi,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,45
2018,FL,Florida,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,273
2014,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4958
2013,NC,North Carolina,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,9100
2011,CT,Connecticut,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,25
2014,MD,Maryland,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,67
2015,KY,Kentucky,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,80
2016,GA,Georgia,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,100
2014,FL,Florida,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,195
2013,WY,Wyoming,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,333
2017,NY,New York,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,13832
2012,SC,South Carolina,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3748
2018,MA,Massachusetts,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,86
2010,AL,Alabama,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,61
2016,IA,Iowa,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,36
2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,223
2012,WA,Washington,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5355
2016,WI,Wisconsin,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5315
2016,WA,Washington,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5737
2010,ND,North Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,664
2012,OH,Ohio,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,12443
2011,LA,Louisiana,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,32
2010,RI,Rhode Island,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,818
2015,OR,Oregon,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,47
2010,UT,Utah,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1136
2011,TN,Tennessee,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5732
2017,NC,North Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,149
2013,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,101
2017,NM,New Mexico,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,45
2014,TX,Texas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,399
2017,MN,Minnesota,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,96
2012,OK,Oklahoma,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,39
2013,TX,Texas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,14248
2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,204
2010,AR,Arkansas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,28
2010,MS,Mississippi,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,37
2013,MA,Massachusetts,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,50
2011,TX,Texas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,347
2015,VA,Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5373
2012,NY,New York,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11799
2014,LA,Louisiana,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,60
2018,MD,Maryland,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,110
2012,MO,Missouri,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,66
2014,NE,Nebraska,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,22
2011,CA,California,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,370
2017,FL,Florida,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,269
2018,OH,Ohio,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,12258
2016,KY,Kentucky,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,100
2018,CO,Colorado,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,85
2012,SD,South Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,786
2012,NM,New Mexico,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,24
2016,ND,North Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,574
2015,AZ,Arizona,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,102
2017,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,124
2015,FL,Florida,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,195
2011,AZ,Arizona,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,74
2011,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,99
2012,IA,Iowa,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,32
2014,TN,Tennessee,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5878
2016,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,233
2012,NJ,New Jersey,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,98
2013,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4766
2015,SD,South Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,908
2018,AL,Alabama,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,100
2016,SD,South Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,899
2011,WV,West Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2495
2018,UT,Utah,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1693
2016,TX,Texas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,21355
2013,MS,Mississippi,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,33
2017,NM,New Mexico,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1806
2017,MA,Massachusetts,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,71
2013,PA,Pennsylvania,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,10895
2011,VA,Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4728
2015,WY,Wyoming,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,460
2018,IA,Iowa,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,57
